FigA,,Years until 20% infected with only hrp2 deletions,PfPR,ft,PfPR_grouped,lessthan5, 20+,FigB,,Years.until.20..infected.with.only.hrp2.deletions,hrp2d,PfPR,ft,PfPR_grouped,lessthan5, 20+
,138,9.291666667,0.506555646,0.4,0.5 - 0.55,FALSE,NA,,138,12.46666667,0.679270033,0.506555646,0.4,0.5 - 0.55,FALSE,NA
,139,10.225,0.526505238,0.4,0.5 - 0.55,FALSE,NA,,139,13.78333333,0.611232663,0.526505238,0.4,0.5 - 0.55,FALSE,NA
,140,11.29166667,0.54888585,0.4,0.5 - 0.55,FALSE,NA,,140,14.925,0.557100067,0.54888585,0.4,0.5 - 0.55,FALSE,NA
,141,11.90833333,0.565700884,0.4,0.55 - 0.6,FALSE,NA,,141,15.81666667,0.511024164,0.565700884,0.4,0.55 - 0.6,FALSE,NA
,142,12.69166667,0.579185646,0.4,0.55 - 0.6,FALSE,NA,,142,16.525,0.491015921,0.579185646,0.4,0.55 - 0.6,FALSE,NA
,143,13.725,0.594416531,0.4,0.55 - 0.6,FALSE,NA,,143,17.61666667,0.449616495,0.594416531,0.4,0.55 - 0.6,FALSE,NA
,144,14.53333333,0.61571585,0.4,0.6 - 0.65,FALSE,NA,,144,NA,0.382740978,0.61571585,0.4,0.6 - 0.65,NA,NA
,145,15.81666667,0.633161224,0.4,0.6 - 0.65,FALSE,NA,,145,NA,0.367487411,0.633161224,0.4,0.6 - 0.65,NA,NA
,146,17.53333333,0.649836259,0.4,0.6 - 0.65,FALSE,NA,,146,NA,0.337067968,0.649836259,0.4,0.6 - 0.65,NA,NA
,147,NA,0.666191905,0.4,0.65 - 0.7,NA,NA,,147,NA,0.288531027,0.666191905,0.4,0.65 - 0.7,NA,NA
,148,NA,0.678238231,0.4,0.65 - 0.7,NA,NA,,148,NA,0.28446514,0.678238231,0.4,0.65 - 0.7,NA,NA
,149,NA,0.695221633,0.4,0.65 - 0.7,NA,NA,,149,NA,0.260772166,0.695221633,0.4,0.65 - 0.7,NA,NA
,150,NA,0.708864354,0.4,0.7 - 0.75,NA,NA,,150,NA,0.240012463,0.708864354,0.4,0.7 - 0.75,NA,NA
,151,NA,0.724037483,0.4,0.7 - 0.75,NA,NA,,151,NA,0.218242326,0.724037483,0.4,0.7 - 0.75,NA,NA
,152,NA,0.734787687,0.4,0.7 - 0.75,NA,NA,,152,NA,0.217962889,0.734787687,0.4,0.7 - 0.75,NA,NA
,153,NA,0.746673401,0.4,0.7 - 0.75,NA,NA,,153,NA,0.179117741,0.746673401,0.4,0.7 - 0.75,NA,NA
,154,NA,0.762752789,0.4,0.75 - 0.8,NA,NA,,154,NA,0.178260383,0.762752789,0.4,0.75 - 0.8,NA,NA
,155,NA,0.77421619,0.4,0.75 - 0.8,NA,NA,,155,NA,0.163885331,0.77421619,0.4,0.75 - 0.8,NA,NA
,156,NA,0.790143605,0.4,0.75 - 0.8,NA,NA,,156,NA,0.154596346,0.790143605,0.4,0.75 - 0.8,NA,NA
,157,NA,0.797535238,0.4,0.75 - 0.8,NA,NA,,157,NA,0.139234375,0.797535238,0.4,0.75 - 0.8,NA,NA
,158,NA,0.807869116,0.4,0.8 - 1.0,NA,NA,,158,NA,0.138974499,0.807869116,0.4,0.8 - 1.0,NA,NA
,159,NA,0.819423401,0.4,0.8 - 1.0,NA,NA,,159,NA,0.125816246,0.819423401,0.4,0.8 - 1.0,NA,NA
,160,NA,0.82828966,0.4,0.8 - 1.0,NA,NA,,160,NA,0.127998457,0.82828966,0.4,0.8 - 1.0,NA,NA
,161,NA,0.839663946,0.4,0.8 - 1.0,NA,NA,,161,NA,0.122109219,0.839663946,0.4,0.8 - 1.0,NA,NA
,162,NA,0.845736939,0.4,0.8 - 1.0,NA,NA,,162,NA,0.115752001,0.845736939,0.4,0.8 - 1.0,NA,NA
,163,NA,0.853865714,0.4,0.8 - 1.0,NA,NA,,163,NA,0.117600676,0.853865714,0.4,0.8 - 1.0,NA,NA
,164,NA,0.86327517,0.4,0.8 - 1.0,NA,NA,,164,NA,0.110434763,0.86327517,0.4,0.8 - 1.0,NA,NA
,165,NA,0.870447143,0.4,0.8 - 1.0,NA,NA,,165,NA,0.104677131,0.870447143,0.4,0.8 - 1.0,NA,NA
,167,1.85,0.086347891,0.5,0.0 - 0.15,TRUE,NA,,167,2.758333333,0.99978955,0.086347891,0.5,0.0 - 0.15,TRUE,NA
,168,2.125,0.096728367,0.5,0.0 - 0.15,TRUE,NA,,168,2.65,0.99998759,0.096728367,0.5,0.0 - 0.15,TRUE,NA
,169,1.991666667,0.109269048,0.5,0.0 - 0.15,TRUE,NA,,169,2.666666667,1,0.109269048,0.5,0.0 - 0.15,TRUE,NA
,170,2.3,0.117255374,0.5,0.0 - 0.15,TRUE,NA,,170,2.791666667,1,0.117255374,0.5,0.0 - 0.15,TRUE,NA
,171,2.425,0.135313401,0.5,0.0 - 0.15,TRUE,NA,,171,3.35,0.999880988,0.135313401,0.5,0.0 - 0.15,TRUE,NA
,172,2.275,0.13663517,0.5,0.0 - 0.15,TRUE,NA,,172,3,0.999990835,0.13663517,0.5,0.0 - 0.15,TRUE,NA
,173,2.366666667,0.142203401,0.5,0.0 - 0.15,TRUE,NA,,173,3.075,0.999923558,0.142203401,0.5,0.0 - 0.15,TRUE,NA
,174,2.608333333,0.167571361,0.5,0.15 - 0.2,TRUE,NA,,174,3.691666667,0.999977483,0.167571361,0.5,0.15 - 0.2,TRUE,NA
,175,2.858333333,0.173885102,0.5,0.15 - 0.2,TRUE,NA,,175,3.55,0.999877191,0.173885102,0.5,0.15 - 0.2,TRUE,NA
,176,2.716666667,0.186988776,0.5,0.15 - 0.2,TRUE,NA,,176,3.766666667,0.999793148,0.186988776,0.5,0.15 - 0.2,TRUE,NA
,177,2.8,0.195863741,0.5,0.15 - 0.2,TRUE,NA,,177,3.858333333,0.999768436,0.195863741,0.5,0.15 - 0.2,TRUE,NA
,178,3.008333333,0.210501837,0.5,0.2 - 0.25,TRUE,NA,,178,3.991666667,0.999478833,0.210501837,0.5,0.2 - 0.25,TRUE,NA
,179,3.291666667,0.227914286,0.5,0.2 - 0.25,TRUE,NA,,179,4.283333333,0.999168327,0.227914286,0.5,0.2 - 0.25,TRUE,NA
,180,3.283333333,0.237929728,0.5,0.2 - 0.25,TRUE,NA,,180,4.35,0.998752186,0.237929728,0.5,0.2 - 0.25,TRUE,NA
,181,3.533333333,0.260912041,0.5,0.25 - 0.3,TRUE,NA,,181,4.908333333,0.997974653,0.260912041,0.5,0.25 - 0.3,TRUE,NA
,182,3.691666667,0.275470068,0.5,0.25 - 0.3,TRUE,NA,,182,4.933333333,0.997782244,0.275470068,0.5,0.25 - 0.3,TRUE,NA
,183,3.883333333,0.297782993,0.5,0.25 - 0.3,TRUE,NA,,183,5.166666667,0.99714693,0.297782993,0.5,0.25 - 0.3,FALSE,NA
,184,4.033333333,0.316153129,0.5,0.3 - 0.35,TRUE,NA,,184,5.45,0.995430842,0.316153129,0.5,0.3 - 0.35,FALSE,NA
,185,4.283333333,0.331236463,0.5,0.3 - 0.35,TRUE,NA,,185,5.633333333,0.994501795,0.331236463,0.5,0.3 - 0.35,FALSE,NA
,186,4.75,0.35073619,0.5,0.35 - 0.4,TRUE,NA,,186,6.341666667,0.991176254,0.35073619,0.5,0.35 - 0.4,FALSE,NA
,187,4.791666667,0.363798095,0.5,0.35 - 0.4,TRUE,NA,,187,6.591666667,0.987480826,0.363798095,0.5,0.35 - 0.4,FALSE,NA
,188,5.1,0.381900612,0.5,0.35 - 0.4,FALSE,NA,,188,6.633333333,0.985762594,0.381900612,0.5,0.35 - 0.4,FALSE,NA
,189,5.391666667,0.405341633,0.5,0.4 - 0.45,FALSE,NA,,189,7.333333333,0.976071716,0.405341633,0.5,0.4 - 0.45,FALSE,NA
,190,5.683333333,0.421591769,0.5,0.4 - 0.45,FALSE,NA,,190,7.475,0.968356379,0.421591769,0.5,0.4 - 0.45,FALSE,NA
,191,6.241666667,0.447000816,0.5,0.4 - 0.45,FALSE,NA,,191,8.341666667,0.945030545,0.447000816,0.5,0.4 - 0.45,FALSE,NA
,192,6.541666667,0.463375782,0.5,0.45 - 0.5,FALSE,NA,,192,8.641666667,0.9251569,0.463375782,0.5,0.45 - 0.5,FALSE,NA
,193,6.7,0.47405483,0.5,0.45 - 0.5,FALSE,NA,,193,9.333333333,0.912276404,0.47405483,0.5,0.45 - 0.5,FALSE,NA
,194,7.5,0.498430544,0.5,0.45 - 0.5,FALSE,NA,,194,9.825,0.869006513,0.498430544,0.5,0.45 - 0.5,FALSE,NA
,195,8.158333333,0.519526599,0.5,0.5 - 0.55,FALSE,NA,,195,10.94166667,0.810135071,0.519526599,0.5,0.5 - 0.55,FALSE,NA
,196,8.808333333,0.543234694,0.5,0.5 - 0.55,FALSE,NA,,196,11.75,0.755525333,0.543234694,0.5,0.5 - 0.55,FALSE,NA
,197,9.075,0.54998,0.5,0.5 - 0.55,FALSE,NA,,197,12.1,0.740755195,0.54998,0.5,0.5 - 0.55,FALSE,NA
,198,9.908333333,0.569007211,0.5,0.55 - 0.6,FALSE,NA,,198,12.98333333,0.690777435,0.569007211,0.5,0.55 - 0.6,FALSE,NA
,199,11.04166667,0.594035782,0.5,0.55 - 0.6,FALSE,NA,,199,15,0.580138503,0.594035782,0.5,0.55 - 0.6,FALSE,NA
,200,11.31666667,0.606362789,0.5,0.6 - 0.65,FALSE,NA,,200,15.44166667,0.55836523,0.606362789,0.5,0.6 - 0.65,FALSE,NA
,201,12.71666667,0.622746531,0.5,0.6 - 0.65,FALSE,NA,,201,16.75833333,0.509148789,0.622746531,0.5,0.6 - 0.65,FALSE,NA
,202,13.85833333,0.644447891,0.5,0.6 - 0.65,FALSE,NA,,202,18.53333333,0.440628473,0.644447891,0.5,0.6 - 0.65,FALSE,NA
,203,14.61666667,0.651270408,0.5,0.65 - 0.7,FALSE,NA,,203,NA,0.436202709,0.651270408,0.5,0.65 - 0.7,NA,NA
,204,16.125,0.672014354,0.5,0.65 - 0.7,FALSE,NA,,204,NA,0.369411178,0.672014354,0.5,0.65 - 0.7,NA,NA
,205,17.69166667,0.686563333,0.5,0.65 - 0.7,FALSE,NA,,205,NA,0.332592009,0.686563333,0.5,0.65 - 0.7,NA,NA
,206,19.31666667,0.702761973,0.5,0.7 - 0.75,FALSE,NA,,206,NA,0.304672691,0.702761973,0.5,0.7 - 0.75,NA,NA
,207,NA,0.717467347,0.5,0.7 - 0.75,NA,NA,,207,NA,0.26067433,0.717467347,0.5,0.7 - 0.75,NA,NA
,208,NA,0.730303946,0.5,0.7 - 0.75,NA,NA,,208,NA,0.238778126,0.730303946,0.5,0.7 - 0.75,NA,NA
,209,NA,0.74660619,0.5,0.7 - 0.75,NA,NA,,209,NA,0.215726213,0.74660619,0.5,0.7 - 0.75,NA,NA
,210,NA,0.754407687,0.5,0.75 - 0.8,NA,NA,,210,NA,0.213699139,0.754407687,0.5,0.75 - 0.8,NA,NA
,211,NA,0.768558503,0.5,0.75 - 0.8,NA,NA,,211,NA,0.191872439,0.768558503,0.5,0.75 - 0.8,NA,NA
,212,NA,0.779523469,0.5,0.75 - 0.8,NA,NA,,212,NA,0.176421198,0.779523469,0.5,0.75 - 0.8,NA,NA
,213,NA,0.787462585,0.5,0.75 - 0.8,NA,NA,,213,NA,0.170928853,0.787462585,0.5,0.75 - 0.8,NA,NA
,214,NA,0.802596531,0.5,0.8 - 1.0,NA,NA,,214,NA,0.157858922,0.802596531,0.5,0.8 - 1.0,NA,NA
,215,NA,0.812511361,0.5,0.8 - 1.0,NA,NA,,215,NA,0.147664067,0.812511361,0.5,0.8 - 1.0,NA,NA
,216,NA,0.822239456,0.5,0.8 - 1.0,NA,NA,,216,NA,0.140586979,0.822239456,0.5,0.8 - 1.0,NA,NA
,217,NA,0.832708367,0.5,0.8 - 1.0,NA,NA,,217,NA,0.129720411,0.832708367,0.5,0.8 - 1.0,NA,NA
,218,NA,0.838830952,0.5,0.8 - 1.0,NA,NA,,218,NA,0.131552046,0.838830952,0.5,0.8 - 1.0,NA,NA
,219,NA,0.848878639,0.5,0.8 - 1.0,NA,NA,,219,NA,0.118904296,0.848878639,0.5,0.8 - 1.0,NA,NA
,220,NA,0.85509483,0.5,0.8 - 1.0,NA,NA,,220,NA,0.116791513,0.85509483,0.5,0.8 - 1.0,NA,NA
,221,1.366666667,0.061053197,0.6,0.0 - 0.15,TRUE,NA,,221,1.991666667,1,0.061053197,0.6,0.0 - 0.15,TRUE,NA
,222,1.491666667,0.062460136,0.6,0.0 - 0.15,TRUE,NA,,222,1.975,1,0.062460136,0.6,0.0 - 0.15,TRUE,NA
,223,1.508333333,0.07270415,0.6,0.0 - 0.15,TRUE,NA,,223,1.991666667,1,0.07270415,0.6,0.0 - 0.15,TRUE,NA
,224,1.625,0.085857347,0.6,0.0 - 0.15,TRUE,NA,,224,2.208333333,1,0.085857347,0.6,0.0 - 0.15,TRUE,NA
,225,1.566666667,0.087362925,0.6,0.0 - 0.15,TRUE,NA,,225,2.133333333,1,0.087362925,0.6,0.0 - 0.15,TRUE,NA
,226,1.825,0.105988095,0.6,0.0 - 0.15,TRUE,NA,,226,2.4,0.999989961,0.105988095,0.6,0.0 - 0.15,TRUE,NA
,228,1.708333333,0.12458415,0.6,0.0 - 0.15,TRUE,NA,,228,2.358333333,1,0.12458415,0.6,0.0 - 0.15,TRUE,NA
,229,1.9,0.129839116,0.6,0.0 - 0.15,TRUE,NA,,229,2.583333333,1,0.129839116,0.6,0.0 - 0.15,TRUE,NA
,230,2.091666667,0.151090204,0.6,0.15 - 0.2,TRUE,NA,,230,2.725,1,0.151090204,0.6,0.15 - 0.2,TRUE,NA
,231,2.091666667,0.164604966,0.6,0.15 - 0.2,TRUE,NA,,231,2.858333333,0.999932079,0.164604966,0.6,0.15 - 0.2,TRUE,NA
,232,2.283333333,0.180057347,0.6,0.15 - 0.2,TRUE,NA,,232,2.933333333,1,0.180057347,0.6,0.15 - 0.2,TRUE,NA
,233,2.125,0.181858231,0.6,0.15 - 0.2,TRUE,NA,,233,2.833333333,0.999992991,0.181858231,0.6,0.15 - 0.2,TRUE,NA
,234,2.208333333,0.199736939,0.6,0.15 - 0.2,TRUE,NA,,234,3.075,0.999973936,0.199736939,0.6,0.15 - 0.2,TRUE,NA
,235,2.425,0.211469728,0.6,0.2 - 0.25,TRUE,NA,,235,3.125,0.999984668,0.211469728,0.6,0.2 - 0.25,TRUE,NA
,236,2.75,0.237264014,0.6,0.2 - 0.25,TRUE,NA,,236,3.516666667,0.999857665,0.237264014,0.6,0.2 - 0.25,TRUE,NA
,237,2.75,0.253668299,0.6,0.25 - 0.3,TRUE,NA,,237,3.65,0.999995596,0.253668299,0.6,0.25 - 0.3,TRUE,NA
,238,3.025,0.268616327,0.6,0.25 - 0.3,TRUE,NA,,238,3.9,0.999775042,0.268616327,0.6,0.25 - 0.3,TRUE,NA
,239,3,0.285717959,0.6,0.25 - 0.3,TRUE,NA,,239,3.933333333,0.999732108,0.285717959,0.6,0.25 - 0.3,TRUE,NA
,240,3.191666667,0.298393129,0.6,0.25 - 0.3,TRUE,NA,,240,4.241666667,0.99952328,0.298393129,0.6,0.25 - 0.3,TRUE,NA
,241,3.466666667,0.326683129,0.6,0.3 - 0.35,TRUE,NA,,241,4.816666667,0.999059897,0.326683129,0.6,0.3 - 0.35,TRUE,NA
,242,3.675,0.339842993,0.6,0.3 - 0.35,TRUE,NA,,242,4.925,0.998919303,0.339842993,0.6,0.3 - 0.35,TRUE,NA
,243,3.791666667,0.354698503,0.6,0.35 - 0.4,TRUE,NA,,243,5.091666667,0.998121731,0.354698503,0.6,0.35 - 0.4,FALSE,NA
,244,3.966666667,0.374051156,0.6,0.35 - 0.4,TRUE,NA,,244,5.366666667,0.996999354,0.374051156,0.6,0.35 - 0.4,FALSE,NA
,245,4.4,0.396515442,0.6,0.35 - 0.4,TRUE,NA,,245,6.008333333,0.995160494,0.396515442,0.6,0.35 - 0.4,FALSE,NA
,246,4.733333333,0.418957007,0.6,0.4 - 0.45,TRUE,NA,,246,6.483333333,0.991302949,0.418957007,0.6,0.4 - 0.45,FALSE,NA
,247,4.833333333,0.43311932,0.6,0.4 - 0.45,TRUE,NA,,247,6.8,0.98755422,0.43311932,0.6,0.4 - 0.45,FALSE,NA
,248,5.175,0.451480952,0.6,0.45 - 0.5,FALSE,NA,,248,6.975,0.982732462,0.451480952,0.6,0.45 - 0.5,FALSE,NA
,249,5.833333333,0.476840068,0.6,0.45 - 0.5,FALSE,NA,,249,7.941666667,0.964945312,0.476840068,0.6,0.45 - 0.5,FALSE,NA
,250,6.033333333,0.490171565,0.6,0.45 - 0.5,FALSE,NA,,250,8.091666667,0.960780245,0.490171565,0.6,0.45 - 0.5,FALSE,NA
,251,6.65,0.512596803,0.6,0.5 - 0.55,FALSE,NA,,251,9.125,0.930495872,0.512596803,0.6,0.5 - 0.55,FALSE,NA
,252,7.058333333,0.529588776,0.6,0.5 - 0.55,FALSE,NA,,252,9.325,0.91230776,0.529588776,0.6,0.5 - 0.55,FALSE,NA
,253,7.625,0.545654558,0.6,0.5 - 0.55,FALSE,NA,,253,10.11666667,0.878854558,0.545654558,0.6,0.5 - 0.55,FALSE,NA
,254,8.266666667,0.568795646,0.6,0.55 - 0.6,FALSE,NA,,254,11.35,0.806083522,0.568795646,0.6,0.55 - 0.6,FALSE,NA
,255,8.425,0.577040816,0.6,0.55 - 0.6,FALSE,NA,,255,11.50833333,0.795980734,0.577040816,0.6,0.55 - 0.6,FALSE,NA
,256,9.508333333,0.60015932,0.6,0.6 - 0.65,FALSE,NA,,256,12.73333333,0.723119761,0.60015932,0.6,0.6 - 0.65,FALSE,NA
,257,10.63333333,0.616764694,0.6,0.6 - 0.65,FALSE,NA,,257,13.925,0.654269213,0.616764694,0.6,0.6 - 0.65,FALSE,NA
,258,11.25,0.632707619,0.6,0.6 - 0.65,FALSE,NA,,258,15.375,0.578729285,0.632707619,0.6,0.6 - 0.65,FALSE,NA
,259,NA,0.67315649,0.6,0.65 - 0.7,NA,NA,,259,16.83333333,0.522206115,0.653980884,0.6,0.65 - 0.7,FALSE,NA
,260,13.25833333,0.662456122,0.6,0.65 - 0.7,FALSE,NA,,260,17.75833333,0.483693289,0.662456122,0.6,0.65 - 0.7,FALSE,NA
,261,14.975,0.682811497,0.6,0.65 - 0.7,FALSE,NA,,261,NA,0.406137987,0.682811497,0.6,0.65 - 0.7,NA,NA
,262,15.9,0.692902177,0.6,0.65 - 0.7,FALSE,NA,,262,NA,0.388440501,0.692902177,0.6,0.65 - 0.7,NA,NA
,263,17.45833333,0.706982653,0.6,0.7 - 0.75,FALSE,NA,,263,NA,0.325523476,0.706982653,0.6,0.7 - 0.75,NA,NA
,264,NA,0.723975986,0.6,0.7 - 0.75,NA,NA,,264,NA,0.301906873,0.723975986,0.6,0.7 - 0.75,NA,NA
,265,NA,0.734257551,0.6,0.7 - 0.75,NA,NA,,265,NA,0.272803586,0.734257551,0.6,0.7 - 0.75,NA,NA
,266,NA,0.747147551,0.6,0.7 - 0.75,NA,NA,,266,NA,0.257203746,0.747147551,0.6,0.7 - 0.75,NA,NA
,267,NA,0.761051361,0.6,0.75 - 0.8,NA,NA,,267,NA,0.245295651,0.761051361,0.6,0.75 - 0.8,NA,NA
,268,NA,0.768987415,0.6,0.75 - 0.8,NA,NA,,268,NA,0.209593232,0.768987415,0.6,0.75 - 0.8,NA,NA
,269,NA,0.718071782,0.6,0.7 - 0.75,NA,NA,,269,NA,0.19961257,0.78267585,0.6,0.75 - 0.8,NA,NA
,270,NA,0.727805177,0.6,0.7 - 0.75,NA,NA,,270,NA,0.177321941,0.792872041,0.6,0.75 - 0.8,NA,NA
,271,NA,0.806726871,0.6,0.8 - 1.0,NA,NA,,271,NA,0.159892838,0.806726871,0.6,0.8 - 1.0,NA,NA
,272,NA,0.814804694,0.6,0.8 - 1.0,NA,NA,,272,NA,0.153487375,0.814804694,0.6,0.8 - 1.0,NA,NA
,273,NA,0.823398571,0.6,0.8 - 1.0,NA,NA,,273,NA,0.151461885,0.823398571,0.6,0.8 - 1.0,NA,NA
,274,NA,0.834522109,0.6,0.8 - 1.0,NA,NA,,274,NA,0.133560096,0.834522109,0.6,0.8 - 1.0,NA,NA
,275,NA,0.840957619,0.6,0.8 - 1.0,NA,NA,,275,NA,0.132924562,0.840957619,0.6,0.8 - 1.0,NA,NA
